Pro_Code1,Pro_Code,Dis_Code1,Dis_Code,Vill_Code1,Vill_Code,Village_Code,Vill_Name,Village_Status,HH_Total,People_Total,Women_Total,Etnhics_Majority,Project,Road_Access,Name_HC,Facility_code,Km_HC,Name_DH,Km_DH,Name_PH,Km_PH,Avg_HH_Size,Poor_HH,Expost_Code,Village_Town,HEF_Members1,SHEF_Members,DH_catg,Mem_Year
13,13,9,1309,76,076,1309076, Ïº¤¹ö¤,1,94,628,317,2,2,3,DH,16,,DH,16,SVK,71, 6.7 ,,153,,0,0%,C. 11-20,2014
13,13,9,1309,77,077,1309077, £Ó,1,169,970,484,1,2,3,LSY,16g,,DH,12,SVK,67, 5.7 ,,154,,0,0%,C. 11-20,2014
13,13,9,1309,79,079,1309079, ¢¾´À«í¾,1,221,1223,616,2,2,3,LSY,16g,,DH,11,SVK,66, 5.5 ,,155,,0,0%,C. 11-20,2014
13,13,9,1309,80,080,1309080, ¦óêº¤,1,127,762,339,2,2,3,LSY,16g,,DH,10,SVK,65, 6.0 ,,156,,0,0%,B. 4-10,2014
13,13,9,1309,81,081,1309081, ©ö¤´º­,1,187,1064,556,2,2,3,LSY,16g,,DH,15,SVK,70, 5.7 ,,157,,0,0%,C. 11-20,2014
13,13,9,1309,84,084,1309084, Â²­êº¤,1,230,1264,691,2,2,3,LSY,16g,,DH,15,SVK,70, 5.5 ,,158,,0,0%,C. 11-20,2014
13,13,9,1309,86,086,1309086, ì¿Àê­,1,105,550,316,2,2,3,LSY,16g,,DH,28,SVK,83, 5.2 ,,159,,0,0%,D. 21-50,2014
13,13,9,1309,88,088,1309088, Ïº¤¡½Â©¡,1,166,1094,586,2,2,3,DH,16,,DH,20,SVK,75, 6.6 ,,160,,0,0%,C. 11-20,2014
13,13,9,1309,91,091,1309091, ê¸©ÃªÉ,1,206,1347,637,1,2,3,LSY,16g,,DH,20,SVK,75, 6.5 ,,161,,0,0%,C. 11-20,2014
13,13,9,1309,94,094,1309094, ­¾¢¾´,1,158,908,492,2,2,3,DH,16,,DH,23,SVK,78, 5.7 ,,162,,0,0%,D. 21-50,2014
13,13,9,1309,98,098,1309098, ì¿®º¤,1,310,1727,894,2,2,3,DH,16,,DH,22,SVK,77, 5.6 ,,163,,0,0%,D. 21-50,2014
13,13,9,1309,99,099,1309099, À²¨¡È¾,1,116,538,288,2,2,3,LSY,16g,,DH,30,SVK,85, 4.6 ,,164,,0,0%,D. 21-50,2014
13,13,9,1309,100,100,1309100, Á¡É¤¯ø­,1,95,546,271,2,2,3,LSY,16g,,DH,4,SVK,59, 5.7 ,,165,,0,0%,B. 4-10,2014
13,13,9,1309,101,101,1309101, Â­­¦óêñ­,1,101,657,337,2,2,3,LSY,16g,,DH,5,SVK,60, 6.5 ,,166,,0,0%,B. 4-10,2014
13,13,9,1309,102,102,1309102, ²½Áì¤,1,177,1017,684,2,2,3,LSY,16g,,DH,8,SVK,63, 5.7 ,,167,,0,0%,B. 4-10,2014
13,13,9,1309,103,103,1309103, Ïº¤Á¸¤,1,85,493,281,2,2,3,LSY,16g,,DH,10,SVK,65, 5.8 ,,168,,0,0%,B. 4-10,2014
13,13,9,1309,105,105,1309105, £¿­Éº¨,1,365,1988,1013,2,2,3,DH,16,,DH,15,SVK,70, 5.4 ,,169,,0,0%,C. 11-20,2014
13,13,9,1309,108,108,1309108, ¹ñì¡35,1,240,1463,736,1,2,3,LSY,16g,,DH,17,SVK,72, 6.1 ,,170,,0,0%,C. 11-20,2014
13,13,9,1309,110,110,1309110, ­¾Àªó¨,1,531,2745,1388,2,2,3,LSY,16g,,DH,14,SVK,69, 5.2 ,,171,,0,0%,C. 11-20,2014
13,13,9,1309,112,112,1309112, Ä°È,1,408,2118,1095,2,2,3,LSY,16g,,DH,13,SVK,68, 5.2 ,,172,,0,0%,C. 11-20,2014
13,13,9,1309,113,113,1309113, À¢ö¾¡¾©,1,143,802,440,2,2,3,DH,16,,DH,16,SVK,71, 5.6 ,,173,,0,0%,C. 11-20,2014
13,13,9,1309,114,114,1309114, ®¾¡,1,383,1864,990,2,2,3,DH,16,,DH,15,SVK,70, 4.9 ,,174,,0,0%,C. 11-20,2014
13,13,9,1309,116,116,1309116, ©ö¤£¿Ïˆ­,1,226,2350,1498,2,2,3,DH,16,,DH,2,SVK,57, 10.4 ,,175,1,0,0%,A. 0-3,2014
13,13,9,1309,117,117,1309117, ­¾£ø,1,260,1675,876,2,2,3,DH,16,,DH,8,SVK,63, 6.4 ,,176,,0,0%,B. 4-10,2014
13,13,9,1309,119,119,1309119, ©ö¤­¾£º¨,1,103,667,329,2,2,3,DH,16,,DH,1,SVK,56, 6.5 ,,177,1,0,0%,A. 0-3,2014
13,13,9,1309,120,120,1309120, ©ö¤Ïûº¤¢øÈ­,1,223,1148,604,2,2,3,DH,16,,DH,1,SVK,56, 5.1 ,,178,1,0,0%,A. 0-3,2014
13,13,9,1309,121,121,1309121, Á¡É¤¡º¡ê‰¤,1,173,1160,604,1,2,3,DH,16,,DH,1,SVK,56, 6.7 ,,179,1,0,0%,A. 0-3,2014
13,13,9,1309,122,122,1309122, ¹ö¸À´õº¤,1,115,672,336,1,2,3,DH,16,,DH,1,SVK,56, 5.8 ,,180,1,0,0%,A. 0-3,2014
13,13,9,1309,124,124,1309124, Á¡É¤¡º¡ÀÏõº,1,395,2961,1835,1,2,3,DH,16,,DH,1,SVK,56, 7.5 ,,181,1,0,0%,A. 0-3,2014
13,13,9,1309,125,125,1309125, Á¡É¤¡º¡¡¾¤,1,287,1802,914,1,2,3,DH,16,,DH,1,SVK,56, 6.3 ,,182,1,0,0%,A. 0-3,2014
13,13,9,1309,126,126,1309126, Á¡É¤¡º¡©ö¤,1,283,1735,914,1,2,3,DH,16,,DH,1,SVK,56, 6.1 ,,183,1,0,0%,A. 0-3,2014
13,13,9,1309,127,127,1309127, Â­­¸òÄì¸ñ­,1,91,513,227,2,2,3,DH,16,,DH,2,SVK,57, 5.6 ,,184,1,0,0%,A. 0-3,2014
13,13,9,1309,128,128,1309128, ­ö¡¡ö¡,1,267,1418,733,2,2,3,TL,16n,,DH,11,SVK,66, 5.3 ,,185,,0,0%,C. 11-20,2014
13,13,9,1309,131,131,1309131, ©ö¤ª½Á®¤,1,120,677,355,2,2,3,TL,16n,,DH,19,SVK,74, 5.6 ,,186,,0,0%,C. 11-20,2014
13,13,9,1309,132,132,1309132, ¡½¹ì¾¤ÀÏõº,1,116,755,397,2,2,3,TL,16n,,DH,17,SVK,72, 6.5 ,,187,,0,0%,C. 11-20,2014
13,13,9,1309,133,133,1309133, ¡½¹ì¾¤ÃªÉ,1,137,574,297,2,2,3,TL,16n,,DH,18,SVK,73, 4.2 ,,188,,0,0%,C. 11-20,2014
13,13,9,1309,134,134,1309134, ¦½ìò¯È¾¡É¾,1,116,615,322,2,2,3,TL,16n,,DH,16,SVK,71, 5.3 ,,189,, 142 ,23%,C. 11-20,2014
13,13,9,1309,135,135,1309135, £¿¯¾ÁÏ,1,104,673,319,2,2,2,TL,16n,,DH,18,SVK,73, 6.5 ,,190,, 291 ,43%,C. 11-20,2014
13,13,9,1309,138,138,1309138, ­¾¡½êÉ¾¤,1,207,1409,704,2,2,3,TL,16n,,DH,10,SVK,65, 6.8 ,,191,,0,0%,B. 4-10,2014
13,13,9,1309,140,140,1309140, ª¾Á¹ì¸,1,199,1139,425,2,2,3,TL,16n,,DH,8,SVK,63, 5.7 ,,192,,0,0%,B. 4-10,2014
13,13,9,1309,141,141,1309141, ª¾Á¹ì¸­Éº¨,1,146,962,500,2,2,3,TL,16n,,DH,15,SVK,70, 6.6 ,,193,,0,0%,C. 11-20,2014
13,13,9,1309,144,144,1309144, ­¾¦¾­,1,177,1008,538,2,2,3,DH,16,,DH,18,SVK,73, 5.7 ,,194,,0,0%,C. 11-20,2014
13,13,9,1309,146,146,1309146, ¡½©¾­,1,437,1321,1217,2,2,3,NI,16f,,DH,4,SVK,59, 3.0 ,,195,,0,0%,B. 4-10,2014
13,13,9,1309,147,147,1309147, £¿¦ó©¾,1,216,1281,667,2,2,3,NI,16f,,DH,9,SVK,64, 5.9 ,,196,,0,0%,B. 4-10,2014
13,13,9,1309,151,151,1309151, ­¾ªÉ¾¨,1,201,1236,638,2,2,3,TL,16n,,DH,11,SVK,66, 6.1 ,,197,,0,0%,C. 11-20,2014
13,13,9,1309,150,150,1309150, ©º­Á©¤,1,234,1328,615,2,2,3,TL,16n,,DH,12,SVK,67, 5.7 ,,198,,0,0%,C. 11-20,2014
13,13,9,1309,152,152,1309152, Àì‰¾Ï¾¡£È¾,1,141,762,341,1,2,3,NI,16f,,DH,11,SVK,66, 5.4 ,,199,,0,0%,C. 11-20,2014
13,13,9,1309,154,154,1309154, Ïº¤ºó¤,1,112,639,329,2,2,3,NI,16f,,DH,10,SVK,65, 5.7 ,,200,,0,0%,B. 4-10,2014
13,13,9,1309,155,155,1309155, Àì‰¾¹­¾©,1,243,1271,665,2,2,3,NI,16f,,DH,13,SVK,68, 5.2 ,,201,,0,0%,C. 11-20,2014
13,13,9,1309,158,158,1309158, ¹ö¸­Õ¦É¾¤,1,129,684,684,2,2,3,NI,16f,,DH,14,SVK,69, 5.3 ,,202,,0,0%,C. 11-20,2014
13,13,9,1309,160,160,1309160, ®ö¡,1,110,612,328,2,2,3,NI,16f,,DH,15,SVK,70, 5.6 ,,203,,0,0%,C. 11-20,2014
13,13,9,1309,161,161,1309161, ¹û¸¨§¾¨,1,112,601,326,2,2,3,NI,16f,,DH,15,SVK,70, 5.4 ,,204,,0,0%,C. 11-20,2014
13,13,9,1309,163,163,1309163, ª¾­¦÷´,1,93,575,296,2,2,3,NI,16f,,DH,16,SVK,71, 6.2 ,,205,,0,0%,C. 11-20,2014
13,13,9,1309,164,164,1309164, ©º­À£ñ¤,1,98,577,289,2,2,3,NI,16f,,DH,17,SVK,72, 5.9 ,,206,,0,0%,C. 11-20,2014
13,13,9,1309,165,165,1309165, Àì‰¾¹ö¸£¿,1,183,1008,512,2,2,3,NI,16f,,DH,15,SVK,70, 5.5 ,,207,,0,0%,C. 11-20,2014
13,13,9,1309,172,172,1309172, £¿ªýº¤ìýº¤,1,92,456,245,2,2,3,DH,16,,DH,25,SVK,80, 5.0 ,,208,,0,0%,D. 21-50,2014
13,13,15,1315,1,001,1315001,§ú¾¤Á¦¤,1,111,561,266,2,1,3,DH,1,0,PLX,16,SVK,121, 5.1 ,,57,, 131 ,23%,C. 11-20,2014
13,13,15,1315,3,003,1315003,£¿Àªó¨,1,52,301,155,2,1,3,DH,1,0,PLX,20,SVK,125, 5.8 ,,58,, 102 ,34%,C. 11-20,2014
13,13,15,1315,4,004,1315004,­¾êøÉÃ¹¨È,1,97,475,249,2,1,3,NCT-HC,3,3,PLX,16,SVK,124, 4.9 ,,59,, 270 ,57%,C. 11-20,2014
13,13,15,1315,5,005,1315005,­¾êÈº­,1,102,575,306,2,1,3,NCT-HC,3,4,PLX,14,SVK,123, 5.6 ,,60,, 120 ,21%,C. 11-20,2014
13,13,15,1315,7,007,1315007,Á¡É¤¹ù¸¤,1,179,783,375,2,1,3,DH,1,3.5,PLX,12,SVK,121, 4.4 ,,61,, 199 ,25%,C. 11-20,2014
13,13,15,1315,10,010,1315010,¦ö®ºøÈ,1,69,373,179,2,1,3,DH,1,0,PLX,8,SVK,113, 5.4 ,,62,, 61 ,16%,B. 4-10,2014
13,13,15,1315,11,011,1315011,Â²­,1,68,398,190,2,1,3,NCT-HC,3,2.5,PLX,12,SVK,120, 5.9 ,,63,, 130 ,33%,C. 11-20,2014
13,13,15,1315,12,012,1315012,­¾¢˜­Ä©,1,106,653,367,2,1,3,NCT-HC,3,3,PLX,16,SVK,124, 6.2 ,,64,, 195 ,30%,C. 11-20,2014
13,13,15,1315,13,013,1315013,­¾¥ñ­Äª ,1,100,476,231,2,1,3,NCT-HC,3,1,PLX,18,SVK,124, 4.8 ,,65,, 152 ,32%,C. 11-20,2014
13,13,15,1315,14,014,1315014,­¾§½£÷,1,122,618,283,2,1,3,NCT-HC,3,4,PLX,16,SVK,125, 5.1 ,,66,, 131 ,21%,C. 11-20,2014
13,13,15,1315,15,015,1315015,¹ó­Áª¡,1,67,375,189,2,1,3,NCT-HC,3,4.5,PLX,16,SVK,126, 5.6 ,,67,, 86 ,23%,C. 11-20,2014
13,13,15,1315,16,016,1315016,¡½¦ö¡ÀÎõº,1,93,481,216,2,1,3,NKP-HC,4,6,PLX,29,SVK,140, 5.2 ,,68,, 132 ,27%,D. 21-50,2014
13,13,15,1315,18,018,1315018,Â²­®ö¡,1,59,284,124,2,1,3,DH,1,0,PLX,35,SVK,140, 4.8 ,,69,, 88 ,31%,D. 21-50,2014
13,13,15,1315,19,019,1315019,¡½Á¦­,1,68,302,141,2,1,3,DH,1,0,PLX,32,SVK,137, 4.4 ,,70,, 44 ,15%,D. 21-50,2014
13,13,15,1315,20,020,1315020,²½ì¾­ÃªÉ,1,274,1509,741,2,1,3,DH,1,0,PLX,5,SVK,110, 5.5 ,,71,1, 18 ,1%,B. 4-10,2014
13,13,15,1315,23,023,1315023,¡½¹ùº¤ÀÎõº,1,211,1141,658,2,1,3,DH,1,0,PLX,9,SVK,114, 5.4 ,,72,, 61 ,5%,B. 4-10,2014
13,13,15,1315,24,024,1315024,¡½¹ùº¤ÃªÉ,1,138,813,431,2,1,3,DH,1,0,PLX,11,SVK,116, 5.9 ,,73,, 54 ,7%,C. 11-20,2014
13,13,15,1315,28,028,1315028,­¾¡¾¤À§,1,182,920,431,2,1,3,NX-HC,2,3.5,PLX,13,SVK,122, 5.1 ,,74,, 75 ,8%,C. 11-20,2014
13,13,15,1315,32,032,1315032,²½ì¾­ÀÎõº,1,156,809,410,2,1,3,DH,1,0,PLX,4,SVK,109, 5.2 ,,75,1, 80 ,10%,B. 4-10,2014
13,13,15,1315,33,033,1315033,Â²Ä§,1,286,1138,653,2,1,3,DH,1,0,PLX,0,SVK,105, 4.0 ,,76,1, 31 ,3%,A. 0-3,2014
13,13,15,1315,34,034,1315034,²½­ö´Ä§,1,160,912,486,2,1,3,DH,1,0,PLX,1,SVK,106, 5.7 ,,77,1, 82 ,9%,A. 0-3,2014
13,13,15,1315,36,036,1315036,¹ö¸À´õº¤ÀÎõº,1,105,629,245,2,1,3,DH,1,0,PLX,4,SVK,109, 6.0 ,,78,1, 73 ,12%,B. 4-10,2014
13,13,15,1315,37,037,1315037,­¾¡¾¤ê‰¤,1,38,239,120,2,1,3,DH,1,0,PLX,16,SVK,121, 6.3 ,,79,, 114 ,48%,C. 11-20,2014
13,13,15,1315,38,038,1315038,­¾Ï¾¡´š,1,156,766,399,2,1,3,DH,1,0,PLX,5,SVK,110, 4.9 ,,80,1, 109 ,14%,B. 4-10,2014
13,13,15,1315,40,040,1315040,Îº¤Á¸¤,1,45,279,137,2,1,3,DH,1,0,PLX,4,SVK,109, 6.2 ,,81,, 38 ,14%,B. 4-10,2014
13,13,15,1315,41,041,1315041,Â²­ª¾­,1,87,466,226,2,1,3,DH,1,0,PLX,3,SVK,108, 5.4 ,,82,1, 40 ,9%,A. 0-3,2014
13,13,15,1315,43,043,1315043,­¾Â²¦ö´®ø­,1,163,645,322,2,1,3,DH,1,0,PLX,5,SVK,110, 4.0 ,,83,, 398 ,62%,B. 4-10,2014
13,13,15,1315,44,044,1315044,­¾Â²¸ñ©,1,102,535,268,2,1,3,DH,1,0,PLX,9,SVK,114, 5.2 ,,84,, 169 ,32%,B. 4-10,2014
13,13,15,1315,45,045,1315045,Á¡É¤¥ò®,1,135,696,350,2,1,3,DH,1,0,PLX,6,SVK,111, 5.2 ,,85,, 131 ,19%,B. 4-10,2014
13,13,15,1315,47,047,1315047,À¹š´Ã¹¨È,1,100,405,189,2,1,3,DH,1,0,PLX,9,SVK,114, 4.1 ,,86,, 31 ,8%,B. 4-10,2014
13,13,15,1315,48,048,1315048,À¹š´­Éº¨,1,102,528,257,2,1,3,DH,1,0,PLX,7,SVK,112, 5.2 ,,87,, 160 ,30%,B. 4-10,2014
13,13,15,1315,49,049,1315049,§¼¤Áì­Õ,1,70,335,173,2,1,3,NKP-HC,4,3,PLX,19,SVK,127, 4.8 ,,88,, 105 ,31%,C. 11-20,2014
13,13,15,1315,50,050,1315050,­¾¡½¯ö¤,1,72,323,167,2,1,3,NKP-HC,4,1,PLX,15,SVK,121, 4.5 ,,89,, 23 ,7%,C. 11-20,2014
13,13,15,1315,51,051,1315051,­¾®Ò£¿,1,101,877,436,2,1,3,NKP-HC,4,2,PLX,17,SVK,124, 8.7 ,,90,, 49 ,6%,C. 11-20,2014
13,13,15,1315,54,054,1315054,Îº¤°õ,1,58,287,139,2,1,3,NKP-HC,4,4,PLX,21,SVK,130, 4.9 ,,91,, 5 ,2%,D. 21-50,2014
13,13,15,1315,55,055,1315055,©¸­,1,78,403,212,2,1,3,NKP-HC,4,5,PLX,24,SVK,134, 5.2 ,,92,, 47 ,12%,D. 21-50,2014
13,13,15,1315,56,056,1315056,­¾ì¾¨,1,191,1183,566,2,1,3,DH,1,0,PLX,16,SVK,121, 6.2 ,,93,, 299 ,25%,C. 11-20,2014
13,13,15,1315,58,058,1315058,§¼¤ÁìÂ£¡,1,108,462,217,2,1,3,DH,1,0,PLX,9,SVK,114, 4.3 ,,94,, 147 ,32%,B. 4-10,2014
13,13,15,1315,59,059,1315059,­¾´È¸¤,1,68,356,209,2,1,3,NKP-HC,4,6,PLX,27,SVK,138, 5.2 ,,95,, 65 ,18%,D. 21-50,2014
13,13,15,1315,60,060,1315060,Â²¦ó,1,124,1492,551,2,1,3,DH,1,0,PLX,8,SVK,113, 12.0 ,,96,, 42 ,3%,B. 4-10,2014
13,13,15,1315,62,062,1315062,Â­­´óÄ§,1,125,589,303,2,1,3,DH,1,0,PLX,16,SVK,121, 4.7 ,,97,, 36 ,6%,C. 11-20,2014
13,13,15,1315,63,063,1315063,©ö¤®ñ¤,1,219,977,505,2,1,3,DH,1,0,PLX,18,SVK,123, 4.5 ,,98,, 213 ,22%,C. 11-20,2014
13,13,15,1315,66,066,1315066,Âê½,1,116,863,395,2,1,3,DH,1,0,PLX,24,SVK,129, 7.4 ,,99,, 135 ,16%,D. 21-50,2014
13,13,15,1315,69,069,1315069,¦½Ïø­,1,148,1008,460,2,1,3,DH,1,0,PLX,25,SVK,130, 6.8 ,,100,, 185 ,18%,D. 21-50,2014
13,13,15,1315,70,070,1315070,Á¡É¤²¾´,1,258,1411,652,2,1,3,DH,1,0,PLX,25,SVK,130, 5.5 ,,101,, 70 ,5%,D. 21-50,2014
13,13,15,1315,71,071,1315071,­¾»ø,1,159,678,329,2,1,3,NX-HC,2,4,PLX,33,SVK,142, 4.3 ,,102,, 71 ,10%,D. 21-50,2014
13,13,15,1315,72,072,1315072,©º­ª™¸,1,135,740,366,2,1,3,NX-HC,2,4,PLX,35,SVK,144, 5.5 ,,103,, 33 ,4%,D. 21-50,2014
13,13,15,1315,73,073,1315073,Á¡É¤Ä§Ã¹¨È,1,82,481,227,2,1,3,NX-HC,2,3,PLX,31,SVK,139, 5.9 ,,104,, 42 ,9%,D. 21-50,2014
13,13,15,1315,74,074,1315074,Á¡É¤Ä§­Éº¨,1,103,487,228,2,1,3,DH,1,0,PLX,19,SVK,124, 4.7 ,,105,,0,0%,C. 11-20,2014
13,13,15,1315,75,075,1315075,­¾§¾¨,1,209,1257,602,2,1,3,NX-HC,2,1,PLX,33,SVK,139, 6.0 ,,106,, 176 ,14%,D. 21-50,2014
13,13,15,1315,76,076,1315076,­¾¢¸¾¤,1,112,524,285,2,1,3,DH,1,0,PLX,19,SVK,124, 4.7 ,,107,, 76 ,15%,C. 11-20,2014
13,13,15,1315,77,077,1315077,¹ùñ¡Ä§,1,73,404,199,2,1,3,DH,1,0,PLX,22,SVK,127, 5.5 ,,108,, 128 ,32%,D. 21-50,2014
13,13,15,1315,78,078,1315078,º÷©ö´Ä§,1,171,585,375,2,1,3,DH,1,0,PLX,9,SVK,114, 3.4 ,,109,1, 36 ,6%,B. 4-10,2014
13,13,15,1315,80,080,1315080,®ô¤ê½Àì,1,307,1717,881,2,1,3,DH,1,0,PLX,12,SVK,117, 5.6 ,,110,, 154 ,9%,C. 11-20,2014
14,14,2,1402,1,001,1402001,Àê©¦½®¾­,,198,1299,794,1,1,3,DH,32,0,DH,0,SLV,84, 9.0 ,,451,1, 23 ,2%,A. 0-3,2014
14,14,2,1402,2,002,1402002,ª½ì÷¤ì½ì¾¸,,129,656,326,2,1,3,DH,32,1,DH,1,SLV,84, 8.2 ,,452,1, 182 ,28%,A. 0-3,2014
14,14,2,1402,3,003,1402003,ëø¡½Â¨ (ª½ÍÐ¤),,44,281,138,2,1,3,DH,32,1,DH,1,SLV,84, 6.5 ,,453,1, 105 ,37%,A. 0-3,2014
14,14,2,1402,4,004,1402004,ì½Á§¤,,73,549,272,2,3,,DH,32,3,DH,3,SLV,84, 7.5 ,,454,, 549 ,100%,A. 0-3,2014
14,14,2,1402,5,005,1402005,ì½¹¾®,,72,385,170,2,3,3,PCD,35,10,TAOY,35,SLV,120, 5.3 ,,455,, 385 ,100%,D. 21-50,2014
14,14,2,1402,6,006,1402006,¯½À¦ñ¨,,64,363,156,2,3,2,KB,34,31,TAOY,26,SLV,66, 5.7 ,,456,, 363 ,100%,D. 21-50,2014
14,14,2,1402,7,007,1402007,¯½¥÷©º­,,116,609,288,2,3,3,PCD,35,0.2,TAOY,35,SLV,120, 5.3 ,,457,, 609 ,100%,D. 21-50,2014
14,14,2,1402,8,008,1402008,¯½¥÷À¥ó­,,45,200,84,2,3,3,PCD,35,4,TAOY,35,SLV,120, 4.4 ,,458,, 200 ,100%,D. 21-50,2014
14,14,2,1402,9,009,1402009,Â¥ÄªÉ,,69,297,97,2,3,3,PCD,35,7,TAOY,35,SLV,120, 4.3 ,,459,, 297 ,100%,D. 21-50,2014
14,14,2,1402,10,010,1402010,ª½ë¸¡,,100,626,378,2,3,3,TH,36c,0,TAOY,25,SLV,125, 6.3 ,,460,, 626 ,100%,D. 21-50,2014
14,14,2,1402,11,011,1402011,Â¥½ÄëÈ,,101,494,240,2,3,3,TH,36c,4,TAOY,25,SLV,125, 4.9 ,,461,, 494 ,100%,D. 21-50,2014
14,14,2,1402,12,012,1402012,ª÷¤Â¡¤,,156,860,47,2,3,3,TH,36c,6,TAOY,25,SLV,125, 5.5 ,,462,, 860 ,100%,D. 21-50,2014
14,14,2,1402,13,013,1402013,¯óÂ¡½,,88,546,251,2,3,3,TH,36c,10,TAOY,25,SLV,125, 6.2 ,,463,, 546 ,100%,D. 21-50,2014
14,14,2,1402,14,014,1402014,º¾©º­,,93,591,286,2,3,2,TH,36c,16,TAOY,25,SLV,125, 6.4 ,,464,, 591 ,100%,D. 21-50,2014
14,14,2,1402,15,015,1402015,ª÷¤Áª¤,,92,507,245,2,3,2,TH,36c,19,TAOY,25,SLV,125, 5.5 ,,465,, 507 ,100%,D. 21-50,2014
14,14,2,1402,16,016,1402016,º¾¤ð,,27,190,79,2,3,2,TH,36c,23,TAOY,25,SLV,125, 7.0 ,,466,, 190 ,100%,D. 21-50,2014
14,14,2,1402,17,017,1402017,º¾©õ,,55,288,125,2,3,3,TH,36c,12,TAOY,25,SLV,125, 5.2 ,,467,, 288 ,100%,D. 21-50,2014
14,14,2,1402,18,018,1402018,¦ñ­¨¾µº­,,22,120,56,2,3,2,BN,36,20,TAOY,15,SLV,70, 5.5 ,,468,, 120 ,100%,C. 11-20,2014
14,14,2,1402,19,019,1402019,ìô¡©ö¤,,46,263,122,2,3,2,BN,36,20,TAOY,15,SLV,70, 5.7 ,,469,, 263 ,100%,C. 11-20,2014
14,14,2,1402,20,020,1402020,ª÷¤¡¾ÄªÉ,,16,97,46,2,3,3,TKH,36d,6,TAOY,34,SLV,85, 6.1 ,,470,, 97 ,100%,D. 21-50,2014
14,14,2,1402,21,021,1402021,ê‰¤¡¾Ä»È,,71,429,201,2,3,3,TKH,36d,0,TAOY,34,SLV,85, 6.0 ,,471,, 429 ,100%,D. 21-50,2014
14,14,2,1402,22,022,1402022,¡½´¸­,,97,376,197,2,3,3,BN,36,10,TAOY,15,SLV,70, 3.9 ,,472,, 376 ,100%,C. 11-20,2014
14,14,2,1402,23,023,1402023,¯½Â¦´,,51,237,117,2,3,3,BN,36,6,TAOY,15,SLV,70, 4.6 ,,473,, 237 ,100%,C. 11-20,2014
14,14,2,1402,24,024,1402024,êö¤§½,,112,659,291,2,3,3,TKH,36d,12,TAOY,34,SLV,85, 5.9 ,,474,, 659 ,100%,D. 21-50,2014
14,14,2,1402,25,025,1402025,¯óª¼­,,33,157,67,2,3,3,TKH,36d,9,TAOY,34,SLV,85, 4.8 ,,475,, 157 ,100%,D. 21-50,2014
14,14,2,1402,26,026,1402026,Â®¤­Õ,,73,299,152,2,3,3,BN,36,0,TAOY,15,SLV,70, 4.1 ,,476,, 299 ,100%,C. 11-20,2014
14,14,2,1402,27,027,1402027,¯ìº¨,,107,783,376,2,3,3,KB,34,4,TAOY,26,SLV,66, 7.3 ,,477,, 783 ,100%,D. 21-50,2014
14,14,2,1402,28,028,1402028,¡ö¡®ö¡,,108,795,338,2,3,3,KB,34,0,TAOY,26,SLV,66, 7.4 ,,478,, 795 ,100%,D. 21-50,2014
14,14,2,1402,29,029,1402029,¯½¥ø,,88,471,217,2,3,3,HNG,33,9,TAOY,40,SLV,40, 5.4 ,,479,, 471 ,100%,D. 21-50,2014
14,14,2,1402,30,030,1402030,¯½©÷,,107,554,225,2,3,3,HNG,33,3,TAOY,40,SLV,40, 5.2 ,,480,, 554 ,100%,D. 21-50,2014
14,14,2,1402,31,031,1402031,¹û¸¨¤ö¸,,98,525,239,2,3,3,HNG,33,0,TAOY,40,SLV,40, 5.4 ,,481,, 525 ,100%,D. 21-50,2014
14,14,2,1402,32,032,1402032,§º¨ê‰¤,,40,236,114,2,3,3,HNG,33,4,TAOY,40,SLV,40, 5.9 ,,482,, 236 ,100%,D. 21-50,2014
14,14,2,1402,33,033,1402033,¡½Âº­À¡‰¾,,50,378,194,2,3,2,KB,34,19,TAOY,26,SLV,66, 7.6 ,,483,, 378 ,100%,D. 21-50,2014
14,14,2,1402,34,034,1402034,¦ûº¨ª¾´,,135,631,304,2,3,2,KB,34,30,TAOY,26,SLV,66, 4.7 ,,484,, 631 ,100%,D. 21-50,2014
14,14,2,1402,35,035,1402035,ª½¯ó­²ø,,154,840,304,2,3,2,KB,34,35,TAOY,26,SLV,66, 5.5 ,,485,, 840 ,100%,D. 21-50,2014
14,14,2,1402,36,036,1402036,¥ðì½¸¼¤,,88,500,221,2,3,2,TAOY,32,20,TAOY,20,SLV,84, 5.7 ,,486,, 500 ,100%,C. 11-20,2014
14,14,2,1402,37,037,1402037,Áª­,,99,529,251,2,3,2,TAOY,32,14,TAOY,14,SLV,84, 5.3 ,,487,, 529 ,100%,C. 11-20,2014
14,14,2,1402,38,038,1402038,¦ò¤ª½´º¤,,127,682,295,2,3,3,KB,34,12,TAOY,26,SLV,66, 5.4 ,,488,, 682 ,100%,D. 21-50,2014
14,14,2,1402,39,039,1402039,ì½¯ô¤,,51,250,118,2,3,3,TAOY,32,12,TAOY,12,SLV,84, 4.9 ,,489,, 250 ,100%,C. 11-20,2014
14,14,2,1402,40,040,1402040,¡ñ¤,,93,479,194,2,3,3,TAOY,32,7,TAOY,7,SLV,84, 5.2 ,,490,, 479 ,100%,B. 4-10,2014
14,14,2,1402,41,041,1402041,ê÷­Ã¹¨È,,155,825,352,2,3,2,TAOY,32,8,TAOY,8,SLV,84, 5.3 ,,491,, 825 ,100%,B. 4-10,2014
